"municipality_code","municipality_name","splag_percent_vaccinated","partition"
"1421042","Michałowice",72.5333333333333,"russian"
"1421052","Nadarzyn",70.0875,"russian"
"1421062","Raszyn",73.175,"russian"
"1422011","Przasnysz",50.15,"russian"
"1422023","Chorzele",44.8,"prussian"
"1422023","Chorzele",44.8,"russian"
"1422032","Czernice Borowe",52.7875,"russian"
"1422042","Jednorożec",47.3666666666667,"russian"
"1422052","Krasne",52.7666666666667,"russian"
"1422062","Krzynowłoga Mała",47.6,"russian"
"1422072","Przasnysz",51.1666666666667,"russian"
"1423012","Borkowice",53.3333333333333,"russian"
"1423022","Gielniów",55.64,"russian"
"1423032","Klwów",53.16,"russian"
"1423042","Odrzywół",53.6333333333333,"russian"
"1423052","Potworów",53.1,"russian"
"1423063","Przysucha",52.7777777777778,"russian"
"1423072","Rusinów",53.3666666666667,"russian"
"1423082","Wieniawa",49.0857142857143,"russian"
"1424012","Gzy",54.1333333333333,"russian"
"1424022","Obryte",55.48,"russian"
"1424032","Pokrzywnica",57.2,"russian"
"1424043","Pułtusk",54.7142857142857,"russian"
"1424052","Świercze",54.62,"russian"
"1424062","Winnica",56.7166666666667,"russian"
"1424072","Zatory",56.1,"russian"
"1425011","Pionki",45.4,"russian"
"1425022","Gózd",47.0666666666667,"russian"
"1425033","Iłża",47.1428571428571,"russian"
"1425042","Jastrzębia",46.86,"russian"
"1425052","Jedlińsk",46.5142857142857,"russian"
"1425062","Jedlnia-Letnisko",48.1,"russian"
"1425072","Kowala",47.56,"russian"
"1425082","Pionki",47.9375,"russian"
"1425092","Przytyk",48.3714285714286,"russian"
"1425103","Skaryszew",47.2857142857143,"russian"
"1425112","Wierzbica",46.4857142857143,"russian"
"1425122","Wolanów",48.0714285714286,"russian"
"1425132","Zakrzew",47.175,"russian"
"1426012","Domanice",38.64,"russian"
"1426022","Korczew",44.86,"russian"
"1426032","Kotuń",45.55,"russian"
"1426042","Mokobody",45.45,"russian"
"1426053","Mordy",43.7,"russian"
"1426062","Paprotnia",48.5333333333333,"russian"
"1426072","Przesmyki",46.04,"russian"
"1426082","Siedlce",42,"russian"
"1426092","Skórzec",41.9166666666667,"russian"
"1426102","Suchożebry",45.34,"russian"
"1426112","Wiśniew",38.58,"russian"
"1426122","Wodynie",46.1333333333333,"russian"
"1426132","Zbuczyn",39.8285714285714,"russian"
"1427011","Sierpc",50.75,"russian"
"1427022","Gozdowo",51.6333333333333,"russian"
"1427032","Mochowo",49.84,"russian"
"1427042","Rościszewo",53.2571428571429,"russian"
"1427052","Sierpc",51.3714285714286,"russian"
"1427062","Szczutowo",52.18,"russian"
"1427072","Zawidz",49.3375,"russian"
"1428011","Sochaczew",54.75,"russian"
"1428022","Brochów",56.4142857142857,"russian"
"1428032","Iłów",53.3125,"russian"
"1428042","Młodzieszyn",55.05,"russian"
"1428052","Nowa Sucha",57.9625,"russian"
"1428062","Rybno",53.64,"russian"
"1428072","Sochaczew",58.3285714285714,"russian"
"1428082","Teresin",59.2142857142857,"russian"
"1429011","Sokołów Podlaski",47.5,"russian"
"1429022","Bielany",46.8833333333333,"russian"
"1429032","Ceranów",50.18,"russian"
"1429042","Jabłonna Lacka",47.2833333333333,"russian"
"1429053","Kosów Lacki",50.7375,"russian"
"1429062","Repki",48.5,"russian"
"1429072","Sabnie",50.62,"russian"
"1429082","Sokołów Podlaski",52.05,"russian"
"1429092","Sterdyń",49.25,"russian"
"1430012","Chlewiska",52.8666666666667,"russian"
"1430022","Jastrząb",46.46,"russian"
"1430032","Mirów",47.825,"russian"
"1430042","Orońsko",45.8,"russian"
"1430053","Szydłowiec",48.8625,"russian"
"1432013","Błonie",64.8,"russian"
"1432022","Izabelin",68.5,"russian"
"1432032","Kampinos",59.42,"russian"
"1432042","Leszno",64.6625,"russian"
"1432053","Łomianki",67.925,"russian"
"1432063","Ożarów Mazowiecki",70.4428571428572,"russian"
"1432072","Stare Babice",70.225,"russian"
"1433011","Węgrów",50.2,"russian"
"1433022","Grębków",48.32,"russian"
"1433032","Korytnica",51.6857142857143,"russian"
"1433042","Liw",50.2555555555555,"russian"
"1433053","Łochów",50.9333333333333,"russian"
"1433062","Miedzna",50.06,"russian"
"1433072","Sadowne",48.1666666666667,"russian"
"1433082","Stoczek",49.6166666666667,"russian"
"1433092","Wierzbno",49.42,"russian"
"1434011","Kobyłka",60.75,"russian"
"1434021","Marki",65,"russian"
"1434031","Ząbki",68.1333333333333,"russian"
"1434041","Zielonka",60.5,"russian"
"1434052","Dąbrówka",55.6142857142857,"russian"
"1434062","Jadów",51.4333333333333,"russian"
"1434072","Klembów",52.42,"russian"
"1434082","Poświętne",55.6833333333333,"russian"
"1434093","Radzymin",59.1375,"russian"
"1434102","Strachówka",50.7833333333333,"russian"
"1434113","Tłuszcz",50.05,"russian"
"1434123","Wołomin",55.6,"russian"
"1435012","Brańszczyk",48.8,"russian"
"1435022","Długosiodło",50.1666666666667,"russian"
"1435032","Rząśnik",54,"russian"
"1435042","Somianka",54.7857142857143,"russian"
"1435053","Wyszków",51.3714285714286,"russian"
"1435062","Zabrodzie",53.38,"russian"
"1436012","Kazanów",47.1,"russian"
"1436022","Policzna",49.38,"russian"
"1436032","Przyłęk",50.1833333333333,"russian"
"1436042","Tczów",44.325,"russian"
"1436053","Zwoleń",44.7333333333333,"russian"
"1437013","Bieżuń",53.0142857142857,"russian"
"1437022","Kuczbork-Osada",55.5,"prussian"
"1437022","Kuczbork-Osada",55.5,"russian"
"1437033","Lubowidz",56.95,"prussian"
"1437033","Lubowidz",56.95,"russian"
"1437042","Lutocin",54.74,"russian"
"1437052","Siemiątkowo",51.575,"russian"
"1437063","Żuromin",54.1,"russian"
"1438011","Żyrardów",54.1,"russian"
"1438023","Mszczonów",54.3,"russian"
"1438032","Puszcza Mariańska",53.6,"russian"
"1438042","Radziejowice",57.2714285714286,"russian"
"1438052","Wiskitki",56.3625,"russian"
"1461011","Ostrołęka",45.0666666666667,"russian"
"1462011","Płock",56.0166666666667,"russian"
"1463011","Radom",44.35,"russian"
"1464011","Siedlce",40.9,"russian"
"1465011","Warszawa",68.9166666666667,"russian"
"1601011","Brzeg",48.1,"prussian"
"1601022","Skarbimierz",51.1571428571429,"prussian"
"1601033","Grodków",52.5142857142857,"prussian"
"1601043","Lewin Brzeski",50.9,"prussian"
"1601052","Lubsza",52.8428571428571,"prussian"
"1601062","Olszanka",52.02,"prussian"
"1602013","Baborów",46.78,"prussian"
"1602022","Branice",50.65,"prussian"
"1602033","Głubczyce",49.2,"prussian"
"1602043","Kietrz",49.65,"prussian"
"1603011","Kędzierzyn-Koźle",46.4857142857143,"prussian"
"1603022","Bierawa",49.7,"prussian"
"1603032","Cisek",46.55,"prussian"
"1603042","Pawłowiczki",46.68,"prussian"
"1603052","Polska Cerekiew",43.8833333333333,"prussian"
"1603062","Reńska Wieś",46.1714285714286,"prussian"
"1604013","Byczyna",51.0571428571429,"prussian"
"1604013","Byczyna",51.0571428571429,"russian"
"1604023","Kluczbork",45.1333333333333,"prussian"
"1604032","Lasowice Wielkie",46.3333333333333,"prussian"
"1604043","Wołczyn",51.8142857142857,"prussian"
"1605013","Gogolin",51.58,"prussian"
"1605023","Krapkowice",47.1714285714286,"prussian"
"1605032","Strzeleczki",48.55,"prussian"
"1605042","Walce",48.5,"prussian"
"1605053","Zdzieszowice",50.1571428571429,"prussian"
"1606012","Domaszowice",51.46,"prussian"
"1606023","Namysłów",52.0666666666667,"prussian"
"1606032","Pokój",49.05,"prussian"
"1606042","Świerczów",51.4,"prussian"
"1606052","Wilków",53.5333333333333,"prussian"
"1607013","Głuchołazy",55,"prussian"
"1607022","Kamiennik",53.84,"prussian"
"1607033","Korfantów",51.35,"prussian"
"1607042","Łambinowice",53.0833333333333,"prussian"
"1607053","Nysa",52.3166666666667,"prussian"
"1607063","Otmuchów",53.3333333333333,"prussian"
"1607073","Paczków",51.35,"prussian"
"1607082","Pakosławice",53.1666666666667,"prussian"
"1607092","Skoroszyce",53.525,"prussian"
"1608013","Dobrodzień",42.4428571428571,"prussian"
"1608023","Gorzów Śląski",48.7428571428571,"prussian"
"1608023","Gorzów Śląski",48.7428571428571,"russian"
"1608033","Olesno",44.4666666666667,"prussian"
"1608033","Olesno",44.4666666666667,"russian"
"1608043","Praszka",47.5666666666667,"prussian"
"1608043","Praszka",47.5666666666667,"russian"
"1608052","Radłów",50.34,"prussian"
"1608052","Radłów",50.34,"russian"
"1608062","Rudniki",49.88,"prussian"
"1608062","Rudniki",49.88,"russian"
"1608072","Zębowice",42.88,"prussian"
"1609012","Chrząstowice",50.9,"prussian"
"1609022","Dąbrowa",52.3142857142857,"prussian"
"1609032","Dobrzeń Wielki",51.5333333333333,"prussian"
"1609042","Komprachcice",54.9,"prussian"
"1609052","Łubniany",48.18,"prussian"
"1609062","Murów",47.9,"prussian"
"1609073","Niemodlin",52.0142857142857,"prussian"
"1609083","Ozimek",45.8142857142857,"prussian"
"1609092","Popielów",49.6,"prussian"
"1609103","Prószków",50.0125,"prussian"
"1609112","Tarnów Opolski",52.6333333333333,"prussian"
"1609123","Tułowice",50.75,"prussian"
"1609132","Turawa",47.0166666666667,"prussian"
"1610013","Biała",48.6666666666667,"prussian"
"1610023","Głogówek",46.0625,"prussian"
"1610032","Lubrza",46.3333333333333,"prussian"
"1610043","Prudnik",49.88,"prussian"
"1611012","Izbicko",50.02,"prussian"
"1611022","Jemielnica",46.875,"prussian"
"1611033","Kolonowskie",46.18,"prussian"
"1611043","Leśnica",51.85,"prussian"
"1611053","Strzelce Opolskie",46.73,"prussian"
"1611063","Ujazd",52.32,"prussian"
"1611073","Zawadzkie",43.9,"prussian"
"1661011","Opole",48.8125,"prussian"
"1801032","Czarna",47.85,"austrian"
"1801052","Lutowiska",46.65,"austrian"
"1801083","Ustrzyki Dolne",38.8666666666667,"austrian"
"1802013","Brzozów",35.6428571428571,"austrian"
"1802022","Domaradz",38.1166666666667,"austrian"
"1802032","Dydnia",40.425,"austrian"
"1802042","Haczów",38.125,"austrian"
"1802052","Jasienica Rosielna",36,"austrian"
"1802062","Nozdrzec",38.3857142857143,"austrian"
"1803011","Dębica",39.0666666666667,"austrian"
"1803023","Brzostek",35.6,"austrian"
"1803032","Czarna",41.1666666666667,"austrian"
"1803042","Dębica",37.975,"austrian"
"1803052","Jodłowa",36.48,"austrian"
"1803063","Pilzno",39.0666666666667,"austrian"
"1803072","Żyraków",40.9,"austrian"
"1804011","Jarosław",43.2666666666667,"austrian"
"1804021","Radymno",39.4,"austrian"
"1804032","Chłopice",41.9,"austrian"
"1804042","Jarosław",41.6777777777778,"austrian"
"1804052","Laszki",42.2333333333333,"austrian"
"1804062","Pawłosiów",42.85,"austrian"
"1804073","Pruchnik",41.56,"austrian"
"1804082","Radymno",42.7571428571429,"austrian"
"1804092","Rokietnica",42.8666666666667,"austrian"
"1804102","Roźwienica",40.6333333333333,"austrian"
"1804112","Wiązownica",44.2285714285714,"austrian"
"1805011","Jasło",38.3,"austrian"
"1805022","Brzyska",40.7571428571429,"austrian"
"1805032","Dębowiec",38.1857142857143,"austrian"
"1805042","Jasło",38.88,"austrian"
"1805053","Kołaczyce",37.9,"austrian"
"1805062","Krempna",38.22,"austrian"
"1805072","Nowy Żmigród",36.0166666666667,"austrian"
"1805082","Osiek Jasielski",38.8,"austrian"
"1805092","Skołyszyn",38.9,"austrian"
"1805112","Tarnowiec",40.1666666666667,"austrian"
"1806012","Cmolas",35.1,"austrian"
"1806023","Kolbuszowa",34.0714285714286,"austrian"
"1806032","Majdan Królewski",33.16,"austrian"
"1806042","Niwiska",36.5666666666667,"austrian"
"1806052","Raniżów",31.9333333333333,"austrian"
"1806062","Dzikowiec",29.7833333333333,"austrian"
"1807012","Chorkówka",40.2833333333333,"austrian"
"1807023","Dukla",37.6,"austrian"
"1807033","Iwonicz-Zdrój",40.1666666666667,"austrian"
"1807043","Jedlicze",40.66,"austrian"
"1807052","Korczyna",37.325,"austrian"
"1807062","Krościenko Wyżne",40.45,"austrian"
"1807072","Miejsce Piastowe",40.0714285714286,"austrian"
"1807083","Rymanów",37.0222222222222,"austrian"
"1807092","Wojaszówka",39.1,"austrian"
"1807102","Jaśliska",39.4,"austrian"
"1808011","Leżajsk",37.1333333333333,"austrian"
"1808022","Grodzisko Dolne",38.525,"austrian"
"1808032","Kuryłówka",42.1,"austrian"
"1808032","Kuryłówka",42.1,"russian"
"1808042","Leżajsk",38.9181818181818,"austrian"
"1808042","Leżajsk",38.9181818181818,"russian"
"1808053","Nowa Sarzyna",34.6714285714286,"austrian"
"1808053","Nowa Sarzyna",34.6714285714286,"russian"
"1809011","Lubaczów",45.4333333333333,"austrian"
"1809023","Cieszanów",45.5,"austrian"
"1809023","Cieszanów",45.5,"russian"
"1809032","Horyniec-Zdrój",45.325,"austrian"
"1809042","Lubaczów",46.7,"austrian"
"1809053","Narol",45,"austrian"
"1809053","Narol",45,"russian"
"1809063","Oleszyce",43.8285714285714,"austrian"
"1809072","Stary Dzików",44.1833333333333,"austrian"
"1809072","Stary Dzików",44.1833333333333,"russian"
"1809082","Wielkie Oczy",41.8,"austrian"
"1810011","Łańcut",41.4333333333333,"austrian"
"1810022","Białobrzegi",41.1625,"austrian"
"1810032","Czarna",43.075,"austrian"
"1810042","Łańcut",42.9625,"austrian"
"1810052","Markowa",42.4833333333333,"austrian"
"1810062","Rakszawa",38.32,"austrian"
"1810072","Żołynia",37.58,"austrian"
"1811011","Mielec",40.4666666666667,"austrian"
"1811022","Borowa",45.48,"austrian"
"1811022","Borowa",45.48,"russian"
"1811032","Czermin",43.9,"austrian"
"1811032","Czermin",43.9,"russian"
"1811042","Gawłuszowice",44.7333333333333,"austrian"
"1811042","Gawłuszowice",44.7333333333333,"russian"
"1811052","Mielec",38.11,"austrian"
"1811062","Padew Narodowa",42.375,"austrian"
"1811062","Padew Narodowa",42.375,"russian"
"1811073","Przecław",39.6857142857143,"austrian"
"1811083","Radomyśl Wielki",38.6166666666667,"austrian"
"1811092","Tuszów Narodowy",40.8833333333333,"austrian"
"1811102","Wadowice Górne",39.18,"austrian"
"1812012","Harasiuki",39.0857142857143,"austrian"
"1812012","Harasiuki",39.0857142857143,"russian"
"1812022","Jarocin",38.675,"austrian"
"1812022","Jarocin",38.675,"russian"
"1812032","Jeżowe",32.1571428571429,"austrian"
"1812042","Krzeszów",37.6285714285714,"austrian"
"1812042","Krzeszów",37.6285714285714,"russian"
"1812053","Nisko",34.0333333333333,"austrian"
"1812063","Rudnik nad Sanem",34.72,"austrian"
"1812063","Rudnik nad Sanem",34.72,"russian"
"1812073","Ulanów",35.65,"austrian"
"1812073","Ulanów",35.65,"russian"
"1813012","Bircza",40.2,"austrian"
"1813022","Dubiecko",42.5166666666667,"austrian"
"1813032","Fredropol",42.25,"austrian"
"1813042","Krasiczyn",45.04,"austrian"
"1813052","Krzywcza",41.2125,"austrian"
"1813062","Medyka",45.4,"austrian"
"1813072","Orły",41.45,"austrian"
"1813082","Przemyśl",44.2857142857143,"austrian"
"1813092","Stubno",42.375,"austrian"
"1813102","Żurawica",43.675,"austrian"
"1814011","Przeworsk",38.95,"austrian"
"1814022","Adamówka",40.8666666666667,"austrian"
"1814022","Adamówka",40.8666666666667,"russian"
"1814032","Gać",41.875,"austrian"
"1814042","Jawornik Polski",40.7,"austrian"
"1814053","Kańczuga",41.1285714285714,"austrian"
"1814062","Przeworsk",42.7444444444444,"austrian"
"1814073","Sieniawa",39.48,"austrian"
"1814082","Tryńcza",39.8166666666667,"austrian"
"1814092","Zarzecze",42.7833333333333,"austrian"
"1815012","Iwierzyce",40.58,"austrian"
"1815022","Ostrów",36.7,"austrian"
"1815033","Ropczyce",35.8,"austrian"
"1815043","Sędziszów Małopolski",35.1857142857143,"austrian"
"1815052","Wielopole Skrzyńskie",36.0875,"austrian"
"1816011","Dynów",42.95,"austrian"
"1816023","Błażowa",39.1857142857143,"austrian"
"1816033","Boguchwała",43.64,"austrian"
"1816042","Chmielnik",44.25,"austrian"
"1816052","Dynów",42.5142857142857,"austrian"
"1816063","Głogów Małopolski",40.6166666666667,"austrian"
"1816072","Hyżne",42.3333333333333,"austrian"
"1816082","Kamień",31.925,"austrian"
"1816092","Krasne",44.64,"austrian"
"1816102","Lubenia",43.9666666666667,"austrian"
"1816113","Sokołów Małopolski",36.55,"austrian"
"1816122","Świlcza",41.3,"austrian"
"1816132","Trzebownisko",43.36,"austrian"
"1816143","Tyczyn",42.06,"austrian"
"1817011","Sanok",37.35,"austrian"
"1817022","Besko",38.9,"austrian"
"1817032","Bukowsko",38.62,"austrian"
"1817042","Komańcza",40.75,"austrian"
"1817052","Sanok",37.9222222222222,"austrian"
"1817062","Tyrawa Wołoska",39,"austrian"
"1817073","Zagórz",38.5833333333333,"austrian"
"1817082","Zarszyn",36.85,"austrian"
"1818011","Stalowa Wola",36.6166666666667,"austrian"
"1818022","Bojanów",35.8285714285714,"austrian"
"1818032","Pysznica",41.5222222222222,"austrian"
"1818032","Pysznica",41.5222222222222,"russian"
"1818042","Radomyśl nad Sanem",45.5444444444444,"austrian"
"1818042","Radomyśl nad Sanem",45.5444444444444,"russian"
"1818053","Zaklików",41.16,"austrian"
"1818053","Zaklików",41.16,"russian"
"1818062","Zaleszany",42.375,"austrian"
"1819012","Czudec",37.8,"austrian"
"1819022","Frysztak",36.4333333333333,"austrian"
"1819032","Niebylec",37.3428571428571,"austrian"
"1819043","Strzyżów",36.7166666666667,"austrian"
"1819052","Wiśniowa",34.7,"austrian"
"1820013","Baranów Sandomierski",42.075,"austrian"
"1820013","Baranów Sandomierski",42.075,"russian"
"1820022","Gorzyce",48.15,"austrian"
"1820022","Gorzyce",48.15,"russian"
"1820032","Grębów",42.0833333333333,"austrian"
"1820043","Nowa Dęba",39.98,"austrian"
"1821012","Baligród",43.04,"austrian"
"1821022","Cisna",40.84,"austrian"
"1821033","Lesko",37.5833333333333,"austrian"
"1821042","Olszanica",39,"austrian"
"1821052","Solina",41.65,"austrian"
"1861011","Krosno",38.6833333333333,"austrian"
"1862011","Przemyśl",43.8,"austrian"
"1863011","Rzeszów",44.1625,"austrian"
"1864011","Tarnobrzeg",48.45,"austrian"
"1864011","Tarnobrzeg",48.45,"russian"
"2001011","Augustów",43.3333333333333,"russian"
"2001022","Augustów",44.4857142857143,"prussian"
"2001022","Augustów",44.4857142857143,"russian"
"2001032","Bargłów Kościelny",41.52,"prussian"
"2001032","Bargłów Kościelny",41.52,"russian"
"2001043","Lipsk",48,"russian"
"2001052","Nowinka",45.2714285714286,"russian"
"2001062","Płaska",44.3,"russian"
"2001072","Sztabin",43.475,"russian"
"2002013","Choroszcz",44.9875,"russian"
"2002023","Czarna Białostocka",47.7875,"russian"
"2002032","Dobrzyniewo Duże",46.1285714285714,"russian"
"2002042","Gródek",48.6,"russian"
"2002052","Juchnowiec Kościelny",46.9571428571429,"russian"
"2002063","Łapy",44.92,"russian"
"2002073","Michałowo",46.4,"russian"
"2002082","Poświętne",43.1666666666667,"russian"
"2002093","Supraśl",50.1714285714286,"russian"
"2002103","Suraż",45.64,"russian"
"2002112","Turośń Kościelna",47.825,"russian"
"2002123","Tykocin",41,"russian"
"2002133","Wasilków",51.4,"russian"
"2002143","Zabłudów",49.0428571428571,"russian"
"2002152","Zawady",40.34,"russian"
"2003011","Bielsk Podlaski",38.5,"russian"
"2003021","Brańsk",42.3,"russian"
"2003032","Bielsk Podlaski",43.8111111111111,"russian"
"2003042","Boćki",39.1166666666667,"russian"
"2003052","Brańsk",43.5727272727273,"russian"
"2003062","Orla",40.66,"russian"
"2003072","Rudka",44.96,"russian"
"2003082","Wyszki",43.28,"russian"
"2004011","Grajewo",33.75,"prussian"
"2004011","Grajewo",33.75,"russian"
"2004022","Grajewo",38.5142857142857,"prussian"
"2004022","Grajewo",38.5142857142857,"russian"
"2004032","Radziłów",36.8666666666667,"russian"
"2004043","Rajgród",37.9,"prussian"
"2004043","Rajgród",37.9,"russian"
"2004053","Szczuczyn",38.04,"prussian"
"2004053","Szczuczyn",38.04,"russian"
"2004062","Wąsosz",35.48,"russian"
"2005011","Hajnówka",39.2,"russian"
"2005022","Białowieża",40.8,"russian"
"2005032","Czeremcha",39.2666666666667,"russian"
"2005042","Czyże",40.38,"russian"
"2005052","Dubicze Cerkiewne",39.5,"russian"
"2005062","Hajnówka",44.95,"russian"
"2005073","Kleszczele",40.74,"russian"
"2005082","Narew",42.2166666666667,"russian"
"2005092","Narewka",46.85,"russian"
"2006011","Kolno",35.3,"russian"
"2006022","Grabowo",38.2333333333333,"prussian"
"2006022","Grabowo",38.2333333333333,"russian"
"2006032","Kolno",39.95,"prussian"
"2006032","Kolno",39.95,"russian"
"2006042","Mały Płock",38.3333333333333,"russian"
"2006053","Stawiski",37.1666666666667,"russian"
"2006062","Turośl",38.35,"prussian"
"2006062","Turośl",38.35,"russian"
"2007013","Jedwabne",36.7833333333333,"russian"
"2007022","Łomża",41.7111111111111,"russian"
"2007032","Miastkowo",42.7,"russian"
"2007043","Nowogród",39.175,"russian"
"2007052","Piątnica",41.1666666666667,"russian"
"2007062","Przytuły",36.56,"russian"
"2007072","Śniadowo",42.9,"russian"
"2007082","Wizna",39.6166666666667,"russian"
"2007092","Zbójna",36.6,"russian"
"2008013","Goniądz",37.85,"russian"
"2008022","Jasionówka",42.04,"russian"
"2008032","Jaświły",44.05,"russian"
"2008043","Knyszyn",44.14,"russian"
"2008052","Krypno",41.48,"russian"
"2008063","Mońki",40.5666666666667,"russian"
"2008072","Trzcianne",38.2375,"russian"
"2009011","Sejny",43.5,"russian"
"2009022","Giby",45.5,"russian"
"2009032","Krasnopol",44.3,"russian"
"2009042","Puńsk",43.2333333333333,"russian"
"2009052","Sejny",47.875,"russian"
"2010011","Siemiatycze",33.2,"russian"
"2010023","Drohiczyn",44.2428571428571,"russian"
"2010032","Dziadkowice",38.8166666666667,"russian"
"2010042","Grodzisk",40.9,"russian"
"2010052","Mielnik",41.45,"russian"
"2010062","Milejczyce",39.6333333333333,"russian"
"2010072","Nurzec-Stacja",38.74,"russian"
"2010082","Perlejewo",45.45,"russian"
"2010092","Siemiatycze",41.0777777777778,"russian"
"2011013","Dąbrowa Białostocka",47.0333333333333,"russian"
"2011022","Janów",47.8666666666667,"russian"
"2011032","Korycin",45.6,"russian"
"2011043","Krynki",50.95,"russian"
"2011052","Kuźnica",48.5,"russian"
"2011062","Nowy Dwór",48.975,"russian"
"2011072","Sidra",48.88,"russian"
"2011083","Sokółka",49.5333333333333,"russian"
"2011093","Suchowola",45.18,"russian"
"2011102","Szudziałowo",51.35,"russian"
"2012012","Bakałarzewo",46.54,"prussian"
"2012012","Bakałarzewo",46.54,"russian"
"2012022","Filipów",46.5285714285714,"prussian"
"2012022","Filipów",46.5285714285714,"russian"
"2012032","Jeleniewo",43.5,"russian"
"2012042","Przerośl",45.24,"prussian"
"2012042","Przerośl",45.24,"russian"
"2012052","Raczki",42.1833333333333,"prussian"
"2012052","Raczki",42.1833333333333,"russian"
"2012062","Rutka-Tartak",41.6666666666667,"russian"
"2012072","Suwałki",43.0777777777778,"russian"
"2012082","Szypliszki",46,"russian"
"2012092","Wiżajny",43.375,"prussian"
"2012092","Wiżajny",43.375,"russian"
"2013011","Wysokie Mazowieckie",41.3,"russian"
"2013023","Ciechanowiec",48.175,"russian"
"2013033","Czyżew",49.5,"russian"
"2013042","Klukowo",47.95,"russian"
"2013052","Kobylin-Borzymy",41.0333333333333,"russian"
"2013062","Kulesze Kościelne",40.28,"russian"
"2013072","Nowe Piekuty",42.42,"russian"
"2013082","Sokoły",42.0285714285714,"russian"
"2013093","Szepietowo",46.12,"russian"
"2013102","Wysokie Mazowieckie",44.7625,"russian"
"2014011","Zambrów",42.3,"russian"
"2014022","Kołaki Kościelne",41.5,"russian"
"2014032","Rutki",39.2428571428571,"russian"
"2014042","Szumowo",42.04,"russian"
"2014052","Zambrów",45.1,"russian"
"2061011","Białystok",49.5833333333333,"russian"
"2062011","Łomża",40.1,"russian"
"2063011","Suwałki",42.8666666666667,"russian"
"2201012","Borzytuchom",50.9,"prussian"
"2201023","Bytów",48.2333333333333,"prussian"
"2201032","Czarna Dąbrówka",49.2,"prussian"
"2201042","Kołczygłowy",50.16,"prussian"
"2201052","Lipnica",51.7777777777778,"prussian"
"2201063","Miastko",49.3125,"prussian"
"2201072","Parchowo",49.25,"prussian"
"2201082","Studzienice",50.9166666666667,"prussian"
"2201092","Trzebielino",52.22,"prussian"
"2201102","Tuchomie",49.3,"prussian"
"2202011","Chojnice",50.85,"prussian"
"2202023","Brusy",51.1333333333333,"prussian"
"2202032","Chojnice",52.3666666666667,"prussian"
"2202043","Czersk",52.6666666666667,"prussian"
"2202052","Konarzyny",50.15,"prussian"
"2203011","Człuchów",49.1,"prussian"
"2203023","Czarne",52.44,"prussian"
"2203032","Człuchów",56.0888888888889,"prussian"
"2203043","Debrzno",55.9666666666667,"prussian"
"2203052","Koczała",52.1,"prussian"
"2203062","Przechlewo",49.6,"prussian"
"2203072","Rzeczenica",52.6833333333333,"prussian"
"2204011","Pruszcz Gdański",68.1,"prussian"
"2204022","Cedry Wielkie",60.48,"prussian"
"2204032","Kolbudy",61.52,"prussian"
"2204042","Pruszcz Gdański",62.0142857142857,"prussian"
"2204052","Przywidz",56.0166666666667,"prussian"
"2204062","Pszczółki",57.875,"prussian"
"2204072","Suchy Dąb",57.8333333333333,"prussian"
"2204082","Trąbki Wielkie",58.7333333333333,"prussian"
"2205012","Chmielno",47.5666666666667,"prussian"
"2205023","Kartuzy",48.0625,"prussian"
"2205032","Przodkowo",55.5333333333333,"prussian"
"2205042","Sierakowice",49.4375,"prussian"
"2205052","Somonino",53.8333333333333,"prussian"
"2205062","Stężyca",48.9833333333333,"prussian"
"2205072","Sulęczyno",48.6,"prussian"
"2205083","Żukowo",57.9125,"prussian"
"2206011","Kościerzyna",52.9,"prussian"
"2206022","Dziemiany",51,"prussian"
"2206032","Karsin",51.86,"prussian"
"2206042","Kościerzyna",52.2,"prussian"
"2206052","Liniewo",52.025,"prussian"
"2206062","Lipusz",51.8,"prussian"
"2206072","Nowa Karczma",52.32,"prussian"
"2206082","Stara Kiszewa",51.0428571428571,"prussian"
"2207011","Kwidzyn",44.8,"prussian"
"2207022","Gardeja",50.2857142857143,"prussian"
"2207032","Kwidzyn",50.8666666666667,"prussian"
"2207043","Prabuty",51.2571428571429,"prussian"
"2207052","Ryjewo",53.22,"prussian"
"2207062","Sadlinki",51.5857142857143,"prussian"
"2208011","Lębork",50.95,"prussian"
"2208021","Łeba",52.5333333333333,"prussian"
"2208032","Cewice",48.2428571428571,"prussian"
"2208042","Nowa Wieś Lęborska",50.3,"prussian"
"2208052","Wicko",53.86,"prussian"
"2209011","Malbork",55.55,"prussian"
"2209032","Lichnowy",56.5857142857143,"prussian"
"2209042","Malbork",58.0285714285714,"prussian"
"2209062","Miłoradz",56.75,"prussian"
"2209073","Nowy Staw",54.75,"prussian"
"2209082","Stare Pole",56.6,"prussian"
"2210011","Krynica Morska",61,"prussian"
"2210023","Nowy Dwór Gdański",55.6166666666667,"prussian"
"2210032","Ostaszewo",55.4,"prussian"
"2210042","Stegna",60.48,"prussian"
"2210052","Sztutowo",61,"prussian"
"2211011","Hel",58.3,"prussian"
"2211023","Jastarnia",63.1,"prussian"
"2211031","Puck",54.8,"prussian"
"2211043","Władysławowo",56.5333333333333,"prussian"
"2211052","Kosakowo",62.1666666666667,"prussian"
"2211062","Krokowa",55.22,"prussian"
"2211072","Puck",61.0428571428571,"prussian"
"2212011","Ustka",57.5,"prussian"
"2212022","Damnica",50.925,"prussian"
"2212032","Dębnica Kaszubska",50.6875,"prussian"
"2212042","Główczyce",52.1333333333333,"prussian"
