municipality_code,municipality_name,county_code,percent_vaccinated,population_total,population_total_m,population_total_f,area_km2,population_density,urbanization_rate,healthcare_advices,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_total,unemployed_f,unemployed_m,unemployed_up_to_25,unemployed_over_50,unemployed_long_term,unemployment_rate,unemployment_rate_m,unemployment_rate_f,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,persons_running_business,entities_registered_per_10k_persons,county_name,average_wage_relative,doctors_per_1000_persons,beds_in_hospitals,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,percent_population_below_25,percent_population_25_60,percent_population_over_60
1428011,Sochaczew,1428000,62.4,34575,16356,18219,26,1320.2,100.0,248724.0,1820,98.7,97.3,96.2,86.7,8.3,28.4,422.6,2.37,0.65,11525,1877,152,14.4,66.0,856,427,429,90,251,390,4.3,4.0,4.5,69.11,5.24,5745.53,1246.52,37.36,5756.09,819.03,1218.0,99.68,5.2,-3.45,-6.3,3388,1339,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,23.3058568329718,56.27187274041938,18.169197396963124
1428022,Brochów,1428000,57.2,4442,2209,2233,120,37.1,0.0,24358.0,0,92.5,90.3,85.4,78.6,3.0,29.7,313.6,3.19,0.73,2221,3170,99,12.4,486.33,104,53,51,12,28,52,4.0,3.6,4.5,0.0,0.0,5172.77,809.64,16.75,5345.02,536.86,589.0,85.46,3.4,-4.27,5.2,347,1000,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,27.375056280954524,54.84016208914903,15.39846915803692
1428032,Iłów,1428000,47.1,6047,2999,3048,129,46.9,0.0,30289.0,0,94.3,86.8,83.3,80.2,0.4,28.0,307.1,3.26,0.75,6047,1650,52,21.3,644.9,120,61,59,38,19,48,3.4,3.1,3.8,0.46,0.99,5974.83,802.14,4.85,5677.77,633.04,751.0,93.77,3.5,-2.31,-3.0,450,948,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,28.36117082851001,53.2495452290392,15.974863568711758
1428042,Młodzieszyn,1428000,54.8,5555,2786,2769,118,47.3,0.0,20088.0,0,93.9,85.6,81.6,74.2,0.6,29.9,325.5,3.07,0.73,2778,4316,81,14.8,1369.2,107,50,57,17,25,35,3.2,3.2,3.3,0.0,0.0,5465.01,749.38,9.72,5154.65,342.2,479.0,81.91,4.7,-5.2,1.6,342,756,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,27.27272727272727,55.26552655265527,15.13951395139514
1428052,Nowa Sucha,1428000,53.8,6760,3350,3410,90,75.0,0.0,12817.0,0,95.2,89.2,86.9,70.2,4.4,30.5,308.3,3.24,0.7,6760,2640,47,20.8,334.0,113,56,57,21,17,37,2.8,2.7,3.0,0.0,0.0,6013.73,821.84,19.23,5897.84,813.92,593.0,108.32,4.3,-1.19,4.7,459,821,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,29.2603550295858,55.11834319526627,13.934911242603551
1428062,Rybno,1428000,54.9,3426,1689,1737,73,47.1,0.0,13782.0,3426,97.9,86.9,83.6,66.9,0.7,29.3,300.1,3.33,0.72,3426,5039,90,25.0,114.0,35,14,21,9,5,5,1.7,1.9,1.5,0.0,0.0,6483.8,757.83,5.47,6451.0,1312.85,557.0,102.8,3.8,0.29,-4.4,193,738,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,29.15936952714536,54.75773496789259,13.864565090484529
1428072,Sochaczew,1428000,53.2,11592,5810,5782,91,126.9,0.0,5191.0,0,95.1,92.4,90.7,79.4,9.3,33.3,307.3,3.25,0.68,3864,2530,45,12.9,145.0,190,87,103,23,35,73,2.7,2.7,2.7,0.0,0.0,6409.36,1159.81,477.03,5833.08,950.94,283.0,91.37,3.8,1.05,10.2,1026,1058,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,30.469289164941337,56.43547273982057,11.576949620427882
1428082,Teresin,1428000,63.2,11602,5719,5883,88,131.9,0.0,43744.0,3867,97.0,94.5,92.9,76.1,17.4,31.0,329.4,3.04,0.68,3867,2910,67,16.8,55.0,162,93,69,13,39,57,2.4,1.9,3.0,20.8,15.77,6148.65,1130.08,99.05,6375.96,1220.85,835.0,101.72,3.4,-2.49,4.1,1018,1114,sochaczewski,104.0,9.8,165,779.3,63.6,20.8,37.11,21.59,16.27,156.59,27.495259438027926,55.533528701947944,14.95431822099638
1429011,Sokołów Podlaski,1429000,60.4,18551,8815,9736,18,1059.5,100.0,141432.0,2061,98.6,98.2,97.2,91.9,25.6,31.7,412.9,2.42,0.6,18551,3844,101,16.9,2.0,611,280,331,85,119,330,5.7,5.9,5.5,143.35,13.53,5651.37,1157.43,89.87,5706.23,414.31,1140.0,122.03,3.3,-2.63,-1.3,1569,1109,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,25.637431944369578,55.04824537760767,17.56778610317503
1429022,Bielany,1429000,52.4,3565,1825,1740,110,32.4,0.0,7761.0,0,97.7,81.1,77.0,76.2,0.5,31.0,303.2,3.3,0.72,1783,4971,107,14.5,1811.0,79,45,34,16,13,40,3.9,3.0,5.1,0.0,0.0,7998.09,481.72,3.05,7628.34,2622.6,856.0,91.52,2.8,-4.46,-9.2,201,771,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,28.415147265077138,52.20196353436185,16.21318373071529
1429032,Ceranów,1429000,50.9,1951,1005,946,111,17.6,0.0,6012.0,0,80.0,70.5,65.0,57.1,0.6,33.7,427.5,2.34,0.61,1951,4443,85,17.7,1511.0,52,31,21,11,9,30,4.7,3.2,6.8,0.0,0.0,5559.23,573.52,3.2,4819.26,334.98,661.0,61.01,6.6,-13.7,-7.1,88,610,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,25.115325474115842,51.358277806253206,19.784725781650437
1429042,Jabłonna Lacka,1429000,54.0,4342,2080,2262,149,29.1,0.0,11039.0,4342,91.1,82.8,75.9,67.7,0.1,31.1,350.8,2.85,0.68,4342,2978,38,26.2,2251.0,96,47,49,24,15,52,3.9,3.7,4.2,2.14,7.37,5238.9,542.97,26.79,4790.76,710.67,813.0,87.75,4.1,-11.66,-1.1,212,659,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,23.92906494702902,52.99401197604791,18.954398894518654
1429053,Kosów Lacki,1429000,45.2,5583,2863,2720,200,27.9,35.9,25790.0,2792,84.8,74.4,70.9,64.9,2.2,33.5,418.6,2.39,0.62,2792,3687,78,15.2,4911.58,133,72,61,31,25,65,4.1,3.2,5.2,0.2,0.72,5243.41,827.87,11.09,5065.9,515.22,665.0,76.56,6.6,-4.99,-4.3,277,600,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,25.39853125559735,53.62708221386352,17.302525523911875
1429062,Repki,1429000,50.7,4800,2449,2351,168,28.5,0.0,11143.0,0,95.0,74.7,69.9,64.1,0.3,34.7,378.5,2.64,0.59,1600,5786,91,15.7,1596.59,119,59,60,31,25,54,4.3,3.8,4.9,0.0,0.0,6581.25,649.68,2.11,5988.05,1759.67,720.0,78.48,5.6,-12.99,-5.8,164,463,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,25.166666666666664,52.81249999999999,18.854166666666668
1429072,Sabnie,1429000,46.6,3471,1756,1715,108,32.1,0.0,7396.0,0,93.5,82.2,77.2,70.4,0.4,34.5,401.0,2.49,0.63,3471,3064,46,17.1,1837.9,91,46,45,16,14,42,4.7,4.1,5.6,10.37,32.27,5683.16,723.92,4.87,4697.94,474.76,661.0,65.74,2.6,-14.79,-1.7,181,686,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,24.719101123595504,52.492077211178334,18.98588303082685
1429082,Sokołów Podlaski,1429000,47.5,5886,3009,2877,137,43.1,0.0,6153.0,0,93.3,83.4,80.3,75.3,3.9,34.7,346.4,2.89,0.62,1472,4369,49,12.3,1687.23,173,81,92,40,30,85,5.1,4.8,5.5,2.42,5.61,5211.45,683.95,5.11,4532.44,244.39,503.0,56.59,5.1,-0.17,1.2,398,829,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,27.370030581039757,53.61875637104995,16.275908936459395
1429092,Sterdyń,1429000,55.7,3576,1781,1795,130,27.5,0.0,22952.0,3576,91.1,76.6,72.6,64.5,0.2,33.8,438.5,2.28,0.6,3576,4273,58,15.0,2065.0,79,36,43,12,18,36,3.9,3.7,4.2,0.0,0.0,5271.47,628.36,2.65,4754.34,544.92,796.0,97.0,4.4,-8.83,-10.8,164,618,sokołowski,86.8,14.3,272,692.7,48.6,18.57,32.91,25.48,18.6,49.11,23.48993288590604,52.60067114093959,20.274049217002236
1430012,Chlewiska,1430000,44.8,5658,2821,2837,124,45.6,0.0,24239.0,5658,90.1,60.2,56.6,58.8,0.0,30.5,416.8,2.4,0.64,2829,3916,65,14.0,2856.0,621,328,293,75,199,409,18.3,15.2,22.2,6.53,14.32,5009.85,424.27,1.51,4776.81,190.6,588.0,79.73,3.5,-8.25,-0.7,379,806,szydłowiecki,75.3,7.8,0,666.4,50.8,17.59,33.08,26.27,18.25,214.91,24.443266171792153,56.256627783669146,16.03039943442913
1430022,Jastrząb,1430000,44.3,5135,2527,2608,55,94.2,0.0,14386.0,0,92.2,79.1,74.0,71.9,0.2,28.1,332.8,3.0,0.75,1712,4879,116,9.4,355.63,471,246,225,62,117,285,15.0,13.3,16.8,0.0,0.0,5553.69,607.86,10.71,5269.81,304.69,861.0,88.47,4.8,-3.69,-2.9,360,826,szydłowiecki,75.3,7.8,0,666.4,50.8,17.59,33.08,26.27,18.25,214.91,28.91918208373905,55.988315481986376,13.125608568646543
1430032,Mirów,1430000,41.9,3784,1985,1799,53,71.3,0.0,14191.0,0,92.3,84.6,78.3,76.5,0.1,23.6,270.6,3.7,0.87,1892,5598,121,9.5,92.0,393,183,210,46,89,256,16.9,15.8,18.3,0.0,0.0,5813.19,397.6,0.27,5949.27,636.22,681.0,86.91,5.0,-3.93,-5.5,262,840,szydłowiecki,75.3,7.8,0,666.4,50.8,17.59,33.08,26.27,18.25,214.91,31.844608879492604,54.598308668076115,11.997885835095138
1430042,Orońsko,1430000,45.2,5993,3054,2939,82,73.1,0.0,19323.0,5993,90.1,86.4,82.3,77.9,0.7,26.8,291.0,3.44,0.82,1199,4342,66,8.8,462.0,540,288,252,74,116,376,15.0,12.8,17.7,0.0,0.0,5105.28,522.09,1.3,5019.94,465.65,512.0,76.17,4.2,-3.0,0.7,422,853,szydłowiecki,75.3,7.8,0,666.4,50.8,17.59,33.08,26.27,18.25,214.91,29.58451526781245,54.59702986817955,13.799432671450024
1430053,Szydłowiec,1430000,48.7,17764,8717,9047,138,128.4,61.9,82864.0,2538,96.7,87.3,84.3,75.7,40.8,27.4,349.5,2.86,0.71,8882,2286,60,14.9,966.2,1 469,686,783,171,373,937,14.0,13.6,14.5,5.28,4.11,4695.86,682.78,20.2,4701.42,389.54,943.0,95.98,3.7,-6.77,-4.6,1576,1115,szydłowiecki,75.3,7.8,0,666.4,50.8,17.59,33.08,26.27,18.25,214.91,24.938077009682505,55.40418824589056,17.524206259851386
1432013,Błonie,1432000,70.9,22108,10601,11507,86,258.3,55.1,101037.0,4422,96.4,94.8,93.8,84.5,77.4,33.6,413.2,2.42,0.6,4422,2001,105,16.4,7.22,221,103,118,23,82,54,1.7,1.7,1.7,28.86,11.17,7267.83,1365.98,234.66,6944.54,1076.43,867.0,99.63,3.5,-6.11,8.6,2241,1347,warszawski zachodni,108.5,10.7,72,807.6,44.3,35.05,34.47,13.47,12.2,426.7,26.384114347747424,54.880586213135516,16.4646281888909
1432022,Izabelin,1432000,68.4,10713,5149,5564,65,164.8,0.0,42343.0,2678,98.1,98.0,97.6,80.0,88.7,47.9,333.5,3.0,0.55,10713,2477,99,13.7,417.49,161,70,91,8,67,82,2.6,2.8,2.4,11.38,6.91,7426.95,3204.51,46.08,6975.76,576.67,1026.0,90.96,3.5,-5.68,6.3,1520,1893,warszawski zachodni,108.5,10.7,72,807.6,44.3,35.05,34.47,13.47,12.2,426.7,26.444506674134228,54.73723513488286,16.69933725380379
1432032,Kampinos,1432000,62.0,4468,2229,2239,85,52.8,0.0,15105.0,4468,97.1,91.3,87.8,77.6,4.8,34.3,336.8,2.97,0.65,4468,3154,80,15.3,153.48,73,39,34,10,19,48,2.7,2.3,3.2,0.0,0.0,7992.71,1217.81,0.97,7783.27,1420.51,699.0,92.33,2.5,-1.56,3.4,375,1097,warszawski zachodni,108.5,10.7,72,807.6,44.3,35.05,34.47,13.47,12.2,426.7,25.850492390331244,55.68487018800358,16.4503133393017
1432042,Leszno,1432000,67.5,10876,5277,5599,125,87.0,0.0,46022.0,3625,97.2,92.8,91.3,72.9,48.4,40.6,388.0,2.58,0.57,3625,3636,156,13.6,181.07,130,63,67,10,50,58,2.0,2.0,2.1,0.32,0.37,6254.75,1847.69,54.64,6071.11,522.94,788.0,90.3,3.7,-3.85,3.1,1057,1216,warszawski zachodni,108.5,10.7,72,807.6,44.3,35.05,34.47,13.47,12.2,426.7,28.025009194556823,55.20411916145642,14.895182052225083
1432053,Łomianki,1432000,71.2,30462,14742,15720,39,784.5,59.4,83618.0,5077,96.8,96.7,96.7,83.5,88.9,46.3,356.2,2.81,0.54,10154,1560,126,17.9,90.83,378,178,200,19,134,161,2.1,2.2,2.1,48.67,6.2,6813.54,2510.6,82.31,6814.51,790.72,835.0,107.9,4.0,-0.23,15.3,4382,2111,warszawski zachodni,108.5,10.7,72,807.6,44.3,35.05,34.47,13.47,12.2,426.7,28.98365176285208,55.30168734817149,14.096251066903026
1432063,Ożarów Mazowiecki,1432000,69.0,29428,14227,15201,71,412.9,48.5,86089.0,7357,95.7,95.1,94.3,89.0,82.4,38.2,435.8,2.29,0.57,9809,1583,97,14.8,5.38,297,142,155,20,75,112,1.7,1.7,1.7,17.4,4.21,8468.9,1580.6,306.35,7687.97,594.9,871.0,106.43,3.4,2.82,21.6,3120,1500,warszawski zachodni,108.5,10.7,72,807.6,44.3,35.05,34.47,13.47,12.2,426.7,29.121924697566943,56.9049884463776,12.477912192469756
1432072,Stare Babice,1432000,67.6,21871,10710,11161,63,344.9,0.0,85637.0,7290,98.3,97.7,97.1,85.5,90.2,48.7,340.6,2.94,0.54,21871,1520,72,18.3,134.67,214,94,120,16,69,88,1.7,1.8,1.6,30.43,8.82,7070.8,2625.99,55.77,7486.16,916.99,874.0,103.74,4.0,-0.92,17.1,2947,1826,warszawski zachodni,108.5,10.7,72,807.6,44.3,35.05,34.47,13.47,12.2,426.7,30.199807964885007,54.24534772072608,13.675643546248455
1433011,Węgrów,1433000,58.0,12007,5731,6276,36,338.1,100.0,75709.0,1715,99.1,96.7,96.0,79.6,25.7,31.2,398.0,2.51,0.62,12007,5857,116,10.9,605.3,380,183,197,50,118,180,5.5,5.3,5.7,43.93,12.99,6286.27,1393.36,94.72,6597.09,1331.22,1110.0,122.85,2.6,-5.46,-4.8,1056,1223,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,25.310235695844092,54.99292079620221,17.897892895810777
1433022,Grębków,1433000,43.2,4309,2180,2129,131,33.0,0.0,13442.0,4309,91.8,78.5,73.6,64.4,0.5,30.9,331.9,3.01,0.71,2155,6825,184,11.1,1581.0,85,41,44,18,17,34,3.5,3.3,3.8,0.0,0.0,5588.81,470.64,5.06,5008.51,274.56,744.0,88.61,4.1,-5.51,-4.4,225,643,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,28.568113251334417,51.31120909723834,16.987700162450682
1433032,Korytnica,1433000,48.0,5705,2928,2777,180,31.6,0.0,14633.0,0,93.7,74.1,70.5,68.6,0.3,32.6,347.4,2.88,0.67,1902,3435,121,13.3,2816.0,144,76,68,40,27,70,4.4,3.6,5.5,0.0,0.0,5880.78,581.23,-0.17,5206.29,486.63,618.0,80.27,3.8,-5.72,-8.2,274,596,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,27.65994741454864,51.98948290972831,17.335670464504823
1433042,Liw,1433000,49.7,7266,3647,3619,169,42.9,0.0,19867.0,0,91.3,82.3,78.7,67.8,0.6,33.1,347.6,2.88,0.64,1817,4341,51,12.9,1821.0,197,104,93,32,47,121,4.6,3.9,5.5,3.84,8.95,6460.95,656.23,15.23,5672.93,1186.57,546.0,72.54,4.3,1.38,-2.3,395,679,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,27.855766584090286,53.45444536195981,16.088631984585742
1433053,Łochów,1433000,50.0,17539,8717,8822,196,89.4,38.2,73202.0,3508,95.6,85.3,81.6,63.0,3.3,32.4,392.6,2.55,0.63,4385,2091,66,14.9,2415.7,577,282,295,68,137,268,5.6,5.3,6.0,1.02,1.14,5798.59,760.59,24.02,5744.75,808.92,905.0,98.95,3.4,-1.26,-0.8,1336,879,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,28.69604880551913,53.85711842180284,15.45698158389874
1433062,Miedzna,1433000,53.4,3701,1837,1864,116,31.9,0.0,11905.0,0,88.4,80.3,76.9,72.0,0.1,33.7,366.7,2.73,0.66,1234,4171,104,13.1,1996.64,72,43,29,17,17,31,3.5,2.5,4.7,0.0,0.0,5674.73,643.86,3.34,4953.5,479.6,690.0,85.36,2.4,-1.35,-2.2,186,646,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,25.506619832477707,53.336935963253175,18.37341259119157
1433072,Sadowne,1433000,51.4,5605,2777,2828,145,38.7,0.0,10745.0,2803,92.8,80.9,77.3,67.0,1.6,33.1,427.8,2.34,0.6,1401,8862,205,30.9,1885.56,201,111,90,37,40,103,6.3,5.1,7.7,0.0,0.0,5600.64,606.52,1.34,5614.48,913.3,761.0,90.98,3.6,-6.75,-0.5,301,664,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,26.94023193577163,53.18465655664585,16.859946476360392
1433082,Stoczek,1433000,49.9,4662,2378,2284,145,32.3,0.0,21552.0,4662,96.2,74.0,67.3,59.8,0.3,33.4,412.7,2.42,0.62,2331,1270,32,11.1,3806.0,144,70,74,21,40,80,5.4,4.9,6.1,0.0,0.0,5564.83,636.23,10.03,5229.72,487.5,664.0,85.92,3.0,-5.12,-0.2,247,661,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,27.456027456027453,51.75890175890176,17.56756756756757
1433092,Wierzbno,1433000,56.7,2549,1336,1213,103,24.7,0.0,7697.0,0,85.5,67.1,65.3,54.2,1.2,35.4,400.5,2.5,0.62,1275,7606,106,8.0,1675.0,56,26,30,10,13,29,4.0,3.6,4.6,0.0,0.0,6397.74,585.76,9.95,5664.46,809.54,758.0,90.73,3.5,-11.37,-6.7,171,863,węgrowski,83.1,10.7,162,694.2,68.5,15.61,33.83,26.02,19.93,402.38,25.107885445272654,51.981169085916044,19.1447626520204
1434011,Kobyłka,1434000,60.5,26933,13024,13909,20,1371.3,100.0,68454.0,4489,95.8,95.6,95.6,85.7,87.8,34.9,347.2,2.88,0.62,26933,1424,136,20.5,225.34,641,320,321,60,180,329,4.0,3.9,4.1,81.47,5.94,5550.62,1517.0,17.26,5403.56,476.23,896.0,96.04,4.6,5.02,22.6,3132,1419,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,30.94345227044889,56.220992834069726,11.569450116956894
1434021,Marki,1434000,62.7,41905,20388,21517,26,1602.5,100.0,92238.0,3492,95.3,94.4,94.3,87.9,89.4,35.6,393.7,2.54,0.63,13968,1769,105,13.6,299.13,825,423,402,78,203,302,3.2,3.0,3.3,42.83,2.67,5590.84,1451.97,123.12,5789.07,444.02,875.0,99.83,3.5,7.41,25.8,4319,1378,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,31.755160482042715,57.962057033766854,9.263811001073858
1434031,Ząbki,1434000,65.6,43455,20951,22504,11,3957.7,100.0,128528.0,3621,95.7,95.5,95.3,91.2,86.6,30.8,421.8,2.37,0.67,43455,880,61,12.6,21.1,623,324,299,48,161,266,2.3,2.2,2.3,181.24,4.58,6126.25,1414.91,29.36,6669.17,1511.55,1004.0,106.01,4.0,8.66,9.7,5295,1528,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,30.74444827982971,59.3349441951444,8.898860890576458
1434041,Zielonka,1434000,65.7,18204,8654,9550,79,229.0,100.0,95766.0,3034,93.2,92.9,92.8,87.3,88.9,32.6,371.0,2.7,0.63,4551,3867,92,17.7,43.3,430,210,220,39,134,219,4.1,4.0,4.2,14.85,6.48,5775.32,1723.52,115.22,6026.13,825.29,947.0,120.69,3.1,-3.67,0.3,2317,1641,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,26.571083278400355,54.16941331575478,16.97978466271149
1434052,Dąbrówka,1434000,51.5,8453,4242,4211,109,77.4,0.0,23770.0,8453,95.7,90.6,89.9,76.5,47.7,35.2,304.7,3.28,0.66,4227,2896,72,21.5,1873.07,191,89,102,35,42,83,3.9,3.8,3.9,1.19,1.54,6733.29,986.97,26.69,6364.5,513.67,785.0,95.25,3.4,0.12,4.9,670,957,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,30.43889743286407,54.74979297290903,13.178753105406365
1434062,Jadów,1434000,50.8,7216,3647,3569,117,61.9,0.0,36371.0,7216,85.8,76.8,73.8,52.6,2.3,29.8,368.3,2.71,0.68,1443,5425,123,17.7,1612.82,363,167,196,47,79,218,8.6,8.4,8.9,0.86,1.39,5420.19,698.11,1.72,5165.64,722.71,677.0,86.29,4.0,-5.8,0.7,488,805,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,27.439024390243905,54.3930155210643,16.07538802660754
1434072,Klembów,1434000,52.8,10696,5286,5410,86,124.8,0.0,31404.0,10696,91.3,90.7,89.8,74.7,67.1,31.8,298.3,3.35,0.7,5348,1993,75,15.1,1337.86,336,161,175,38,67,167,5.3,5.1,5.4,3.5,2.8,5922.91,895.27,36.65,6258.61,1485.66,615.0,99.05,3.9,2.35,12.8,763,848,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,31.366866118175018,54.89902767389678,12.266267763649964
1434082,Poświętne,1434000,43.5,6384,3200,3184,104,61.4,0.0,12207.0,0,86.3,85.9,82.9,59.7,7.8,25.5,268.3,3.73,0.85,2128,4046,61,13.6,2169.86,176,90,86,38,31,78,4.6,4.1,5.1,0.0,0.0,6983.74,669.37,16.19,5303.5,551.48,617.0,93.59,3.4,1.41,-1.1,409,797,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,31.07769423558897,55.654761904761905,11.37218045112782
1434093,Radzymin,1434000,55.5,29898,14662,15236,129,230.9,47.7,107594.0,4983,93.2,92.1,91.9,82.3,73.3,33.1,330.3,3.03,0.68,7475,1370,75,10.3,1321.99,790,384,406,92,209,314,4.5,4.4,4.5,15.22,6.59,6469.61,1332.68,57.03,6855.49,1191.16,947.0,99.88,3.3,1.48,12.0,2988,1267,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,31.72787477423239,55.58231319820723,11.42885811759984
1434102,Strachówka,1434000,49.4,2662,1327,1335,108,24.7,0.0,7639.0,0,67.8,66.6,65.5,56.5,1.3,30.8,370.4,2.7,0.69,2662,4512,113,12.0,3164.88,81,40,41,12,15,35,5.3,4.7,6.0,0.0,0.0,6532.29,668.59,0.68,5841.25,674.91,626.0,88.0,4.1,1.13,4.5,137,657,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,27.948910593538695,52.967693463561226,16.491359879789634
1434113,Tłuszcz,1434000,52.5,20095,9888,10207,103,195.1,40.1,70140.0,4019,92.6,91.6,90.8,79.6,37.2,28.0,296.8,3.37,0.73,2233,4100,141,13.7,1612.14,710,304,406,115,185,340,5.8,6.3,5.3,0.0,0.0,5379.76,905.86,3.96,5113.87,660.86,839.0,102.91,4.4,0.7,-0.5,1381,820,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,29.833291863647677,55.610848469768605,13.197312764369245
1434123,Wołomin,1434000,59.1,51640,24570,27070,62,837.5,70.5,229956.0,2582,96.4,95.6,95.0,84.2,76.5,29.1,364.5,2.74,0.68,10328,2273,155,11.2,795.4,1 563,741,822,192,395,785,5.2,5.2,5.1,48.82,5.83,5402.53,1324.74,42.76,5364.82,394.77,995.0,102.39,3.9,-2.01,-1.1,5439,1360,wołomiński,90.5,10.2,277,563.3,36.7,28.71,36.24,16.42,13.68,156.3,26.8996901626646,55.08714175058095,16.32842757552285
1435012,Brańszczyk,1435000,49.1,8274,4086,4188,167,49.7,0.0,23614.0,0,95.8,85.1,81.3,68.2,13.7,32.0,334.7,2.99,0.68,1655,4746,83,15.1,604.63,189,96,93,45,41,54,3.9,3.5,4.4,5.89,11.84,5757.62,593.81,5.85,5010.79,301.57,704.0,90.93,3.9,-10.16,-3.2,481,714,wyszkowski,79.7,14.9,193,656.0,30.4,19.48,33.96,23.58,18.02,187.06,27.49576988155668,54.27846265409717,15.433889291757314
1435022,Długosiodło,1435000,47.5,7568,3839,3729,167,45.1,0.0,34547.0,7568,86.1,85.3,82.7,55.8,0.2,29.0,321.1,3.11,0.72,2523,4443,74,14.0,2121.2,213,116,97,57,39,70,4.7,3.9,5.8,9.43,20.88,6272.51,565.34,1.24,5851.98,882.97,672.0,90.11,4.5,-2.38,1.2,451,699,wyszkowski,79.7,14.9,193,656.0,30.4,19.48,33.96,23.58,18.02,187.06,29.466173361522195,53.448731501057075,14.548097251585624
1435032,Rząśnik,1435000,50.2,6858,3465,3393,167,41.0,0.0,20056.0,6858,98.2,85.7,82.6,73.4,0.6,28.3,283.6,3.53,0.78,3429,2868,77,9.6,961.78,149,84,65,35,32,44,3.6,2.9,4.5,3.23,7.87,5861.73,795.3,1.73,5889.75,477.31,668.0,85.12,3.9,-2.04,-3.6,459,773,wyszkowski,79.7,14.9,193,656.0,30.4,19.48,33.96,23.58,18.02,187.06,31.11694371536891,53.951589384660245,12.83172936716244
1435042,Somianka,1435000,55.7,5643,2870,2773,118,47.9,0.0,20247.0,5643,95.5,88.4,84.3,72.9,0.9,32.7,303.2,3.3,0.71,2822,2587,44,12.1,683.67,118,59,59,33,22,36,3.6,3.2,4.0,1.61,3.37,6821.72,855.67,2.75,5753.99,641.84,740.0,107.69,5.3,-0.71,2.3,363,758,wyszkowski,79.7,14.9,193,656.0,30.4,19.48,33.96,23.58,18.02,187.06,28.991671096934258,53.96065922381712,14.655325181640972
